food,text
sesame oil,"Sesame oil provides 40 kcal per 100 grams. It contains 4.5 g of total fat (0.6 g saturated, 1.8 g monounsaturated, and 1.9 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 0.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.0 g of sodium, and 0.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.002 mg, Vitamin K = 0.071 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 0.0 mg, Iron = 0.0 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 4.5. "
corn granola oil,"Corn granola oil provides 124 kcal per 100 grams. It contains 14.0 g of total fat (1.1 g saturated, 8.2 g monounsaturated, and 4.1 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 0.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.0 g of sodium, and 0.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 2.1 mg, Vitamin K = 0.082 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 0.0 mg, Iron = 0.0 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 14.0. "
cocoa butter oil,"Cocoa butter oil provides 120 kcal per 100 grams. It contains 13.6 g of total fat (8.1 g saturated, 4.5 g monounsaturated, and 0.4 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 0.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.0 g of sodium, and 0.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.2 mg, Vitamin K = 0.037 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 0.0 mg, Iron = 0.0 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 13.6. "
olive oil,"Olive oil provides 119 kcal per 100 grams. It contains 13.5 g of total fat (1.9 g saturated, 9.8 g monounsaturated, and 1.4 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 0.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.004 g of sodium, and 0.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 1.9 mg, Vitamin K = 0.066 mg. Mineral content per 100g: Calcium = 0.1 mg, Copper = 0.0 mg, Iron = 0.092 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.1 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 13.618. "
palm kernel oil,"Palm kernel oil provides 40 kcal per 100 grams. It contains 4.5 g of total fat (4.0 g saturated, 0.3 g monounsaturated, and 0.0 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 0.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.098 g of sodium, and 0.064 g of water. Vitamin content per 100g: A = 0.2 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.2 mg. Mineral content per 100g: Calcium = 0.033 mg, Copper = 0.04 mg, Iron = 0.0 mg, Magnesium = 0.071 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.061 mg, and Zinc = 0.0 mg. The overall nutrition density score is 4.741. "
mustard oil,"Mustard oil provides 124 kcal per 100 grams. It contains 14.0 g of total fat (1.6 g saturated, 8.3 g monounsaturated, and 3.0 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 0.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.0 g of sodium, and 0.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 0.0 mg, Iron = 0.0 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 14.0. "
rice bran oil,"Rice bran oil provides 120 kcal per 100 grams. It contains 13.6 g of total fat (2.7 g saturated, 5.3 g monounsaturated, and 4.8 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 0.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.0 g of sodium, and 0.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 4.4 mg, Vitamin K = 0.072 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 0.0 mg, Iron = 0.001 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 13.689. "
vegetable macaroni dry,"Vegetable macaroni dry provides 308 kcal per 100 grams. It contains 0.9 g of total fat (0.1 g saturated, 0.1 g monounsaturated, and 0.4 g polyunsaturated), 62.9 g of carbohydrates with 0.0 g of sugars, 11.0 g of protein, and 3.6 g of dietary fiber. It has 0.0 mg of cholesterol, 0.06 g of sodium, and 8.3 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.9 mg, B2 (Riboflavin) = 0.4 mg, B3 (Niacin) = 6.2 mg, B5 (Pantothenic Acid) = 0.6 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.2 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 28.6 mg, Copper = 0.2 mg, Iron = 3.6 mg, Magnesium = 38.6 mg, Manganese = 3.2 mg, Phosphorus = 97.4 mg, Potassium = 239.4 mg, Selenium = 0.0 mg, and Zinc = 0.6 mg. The overall nutrition density score is 110.6. "
chow mein noodles,"Chow mein noodles provides 257 kcal per 100 grams. It contains 9.9 g of total fat (1.0 g saturated, 3.0 g monounsaturated, and 5.9 g polyunsaturated), 37.5 g of carbohydrates with 0.5 g of sugars, 5.9 g of protein, and 1.5 g of dietary fiber. It has 0.0 mg of cholesterol, 0.5 g of sodium, and 0.7 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.3 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 3.3 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.029 mg, B11 (Folic Acid) = 0.048 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 1.3 mg, Vitamin K = 0.08 mg. Mineral content per 100g: Calcium = 11.2 mg, Copper = 0.028 mg, Iron = 2.6 mg, Magnesium = 29.1 mg, Manganese = 0.0 mg, Phosphorus = 90.2 mg, Potassium = 67.2 mg, Selenium = 0.086 mg, and Zinc = 0.8 mg. The overall nutrition density score is 68.6. "
chinese noodles,"Chinese noodles provides 456 kcal per 100 grams. It contains 0.094 g of total fat (0.088 g saturated, 0.085 g monounsaturated, and 0.072 g polyunsaturated), 111.9 g of carbohydrates with 0.0 g of sugars, 0.2 g of protein, and 0.7 g of dietary fiber. It has 0.0 mg of cholesterol, 0.088 g of sodium, and 17.4 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.2 mg, B12 = 0.032 mg, Vitamin C = 0.031 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.2 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 32.5 mg, Iron = 0.1 mg, Magnesium = 2.8 mg, Manganese = 3.9 mg, Phosphorus = 0.1 mg, Potassium = 41.6 mg, Selenium = 13.0 mg, and Zinc = 0.044 mg. The overall nutrition density score is 112.906. "
vegetable macaroni cooked,"Vegetable macaroni cooked provides 172 kcal per 100 grams. It contains 0.1 g of total fat (0.037 g saturated, 0.079 g monounsaturated, and 0.011 g polyunsaturated), 35.7 g of carbohydrates with 1.5 g of sugars, 6.1 g of protein, and 5.8 g of dietary fiber. It has 0.0 mg of cholesterol, 0.015 g of sodium, and 91.6 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.052 mg, B3 (Niacin) = 1.4 mg, B5 (Pantothenic Acid) = 0.5 mg, B6 = 0.079 mg, B11 (Folic Acid) = 0.045 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.3 mg, Vitamin K = 0.045 mg. Mineral content per 100g: Calcium = 14.7 mg, Copper = 0.1 mg, Iron = 0.7 mg, Magnesium = 25.5 mg, Manganese = 1.3 mg, Phosphorus = 67.0 mg, Potassium = 41.5 mg, Selenium = 0.082 mg, and Zinc = 0.6 mg. The overall nutrition density score is 63.1. "
corn pasta dry,"Corn pasta dry provides 375 kcal per 100 grams. It contains 2.2 g of total fat (0.3 g saturated, 0.6 g monounsaturated, and 1.0 g polyunsaturated), 83.2 g of carbohydrates with 0.0 g of sugars, 7.8 g of protein, and 11.6 g of dietary fiber. It has 0.0 mg of cholesterol, 0.027 g of sodium, and 10.5 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.002 mg, B3 (Niacin) = 2.6 mg, B5 (Pantothenic Acid) = 0.5 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.048 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 4.2 mg, Copper = 0.2 mg, Iron = 1.0 mg, Magnesium = 125.0 mg, Manganese = 0.5 mg, Phosphorus = 265.7 mg, Potassium = 308.7 mg, Selenium = 0.09 mg, and Zinc = 1.9 mg. The overall nutrition density score is 110.0. "
egg noodles dry,"Egg noodles dry provides 146 kcal per 100 grams. It contains 1.7 g of total fat (0.4 g saturated, 0.5 g monounsaturated, and 0.5 g polyunsaturated), 27.1 g of carbohydrates with 0.7 g of sugars, 5.4 g of protein, and 1.3 g of dietary fiber. It has 31.9 mg of cholesterol, 0.095 g of sodium, and 3.4 g of water. Vitamin content per 100g: A = 0.086 mg, B1 (Thiamine) = 0.03 mg, B2 (Riboflavin) = 0.039 mg, B3 (Niacin) = 0.8 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.06 mg, B11 (Folic Acid) = 0.029 mg, B12 = 0.047 mg, Vitamin C = 0.0 mg, Vitamin D = 0.083 mg, Vitamin E = 0.1 mg, Vitamin K = 0.026 mg. Mineral content per 100g: Calcium = 13.3 mg, Copper = 0.1 mg, Iron = 0.7 mg, Magnesium = 22.0 mg, Manganese = 0.3 mg, Phosphorus = 91.6 mg, Potassium = 92.7 mg, Selenium = 0.016 mg, and Zinc = 0.7 mg. The overall nutrition density score is 49.598. "
whole wheat spaghetti dry,"Whole wheat spaghetti dry provides 98 kcal per 100 grams. It contains 0.4 g of total fat (0.047 g saturated, 0.003 g monounsaturated, and 0.2 g polyunsaturated), 21.2 g of carbohydrates with 0.0 g of sugars, 4.1 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.002 g of sodium, and 2.1 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.1 mg, B2 (Riboflavin) = 0.042 mg, B3 (Niacin) = 1.5 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.093 mg, B11 (Folic Acid) = 0.024 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 11.3 mg, Copper = 0.1 mg, Iron = 1.0 mg, Magnesium = 40.5 mg, Manganese = 0.9 mg, Phosphorus = 73.0 mg, Potassium = 60.8 mg, Selenium = 0.022 mg, and Zinc = 0.7 mg. The overall nutrition density score is 38.0. "
japanese soba noodles dry,"Japanese soba noodles dry provides 95 kcal per 100 grams. It contains 0.2 g of total fat (0.084 g saturated, 0.035 g monounsaturated, and 0.094 g polyunsaturated), 21.1 g of carbohydrates with 0.0 g of sugars, 4.1 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.2 g of sodium, and 1.9 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.1 mg, B2 (Riboflavin) = 0.015 mg, B3 (Niacin) = 0.9 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.009 mg, B11 (Folic Acid) = 0.023 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 9.9 mg, Copper = 0.035 mg, Iron = 0.8 mg, Magnesium = 26.9 mg, Manganese = 0.4 mg, Phosphorus = 71.9 mg, Potassium = 71.3 mg, Selenium = 0.0 mg, and Zinc = 0.5 mg. The overall nutrition density score is 36.1. "
rice noodles dry,"Rice noodles dry provides 103 kcal per 100 grams. It contains 0.2 g of total fat (0.053 g saturated, 0.067 g monounsaturated, and 0.09 g polyunsaturated), 23.6 g of carbohydrates with 0.0 g of sugars, 1.0 g of protein, and 0.5 g of dietary fiber. It has 0.0 mg of cholesterol, 0.006 g of sodium, and 3.4 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.062 mg, B2 (Riboflavin) = 0.03 mg, B3 (Niacin) = 0.032 mg, B5 (Pantothenic Acid) = 0.062 mg, B6 = 0.017 mg, B11 (Folic Acid) = 0.091 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 5.1 mg, Copper = 0.079 mg, Iron = 0.2 mg, Magnesium = 3.4 mg, Manganese = 0.1 mg, Phosphorus = 43.3 mg, Potassium = 8.5 mg, Selenium = 0.053 mg, and Zinc = 0.2 mg. The overall nutrition density score is 30.6. "
spinach spaghetti dry,"Spinach spaghetti dry provides 105 kcal per 100 grams. It contains 0.4 g of total fat (0.097 g saturated, 0.015 g monounsaturated, and 0.2 g polyunsaturated), 21.2 g of carbohydrates with 0.8 g of sugars, 3.8 g of protein, and 3.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.094 g of sodium, and 2.4 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.1 mg, B2 (Riboflavin) = 0.09 mg, B3 (Niacin) = 1.3 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.087 mg, B11 (Folic Acid) = 0.007 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.2 mg, Vitamin K = 0.067 mg. Mineral content per 100g: Calcium = 16.4 mg, Copper = 0.1 mg, Iron = 0.6 mg, Magnesium = 49.2 mg, Manganese = 0.7 mg, Phosphorus = 94.0 mg, Potassium = 106.4 mg, Selenium = 0.068 mg, and Zinc = 0.8 mg. The overall nutrition density score is 45.4. "
egg noodles cooked,"Egg noodles cooked provides 110 kcal per 100 grams. It contains 1.7 g of total fat (0.3 g saturated, 0.5 g monounsaturated, and 0.4 g polyunsaturated), 20.1 g of carbohydrates with 0.3 g of sugars, 3.6 g of protein, and 1.0 g of dietary fiber. It has 23.2 mg of cholesterol, 0.027 g of sodium, and 54.2 g of water. Vitamin content per 100g: A = 0.007 mg, B1 (Thiamine) = 0.029 mg, B2 (Riboflavin) = 0.011 mg, B3 (Niacin) = 0.1 mg, B5 (Pantothenic Acid) = 1.7 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.2 mg, B12 = 0.012 mg, Vitamin C = 0.029 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.1 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 9.6 mg, Iron = 0.051 mg, Magnesium = 1.2 mg, Manganese = 16.8 mg, Phosphorus = 0.3 mg, Potassium = 60.8 mg, Selenium = 30.4 mg, and Zinc = 0.066 mg. The overall nutrition density score is 26.542. "
japanese somen noodles cooked,"Japanese somen noodles cooked provides 231 kcal per 100 grams. It contains 0.3 g of total fat (0.006 g saturated, 0.062 g monounsaturated, and 0.1 g polyunsaturated), 48.5 g of carbohydrates with 0.0 g of sugars, 7.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.3 g of sodium, and 119.5 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.029 mg, B2 (Riboflavin) = 0.046 mg, B3 (Niacin) = 0.2 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.051 mg, B11 (Folic Acid) = 0.039 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 14.1 mg, Copper = 0.082 mg, Iron = 0.9 mg, Magnesium = 3.5 mg, Manganese = 0.4 mg, Phosphorus = 47.5 mg, Potassium = 51.0 mg, Selenium = 0.0 mg, and Zinc = 0.4 mg. The overall nutrition density score is 70.8. "
whole wheat macaroni dry,"Whole wheat macaroni dry provides 365 kcal per 100 grams. It contains 1.5 g of total fat (0.3 g saturated, 0.2 g monounsaturated, and 0.6 g polyunsaturated), 78.8 g of carbohydrates with 0.0 g of sugars, 15.4 g of protein, and 8.7 g of dietary fiber. It has 0.0 mg of cholesterol, 0.028 g of sodium, and 7.7 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.5 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 5.4 mg, B5 (Pantothenic Acid) = 1.0 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.023 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 42.0 mg, Copper = 0.5 mg, Iron = 3.8 mg, Magnesium = 150.2 mg, Manganese = 3.2 mg, Phosphorus = 270.9 mg, Potassium = 225.8 mg, Selenium = 0.0 mg, and Zinc = 2.5 mg. The overall nutrition density score is 150.2. "
pasta marinara and ground beef sauce,"Pasta marinara and ground beef sauce provides 41 kcal per 100 grams. It contains 1.6 g of total fat (0.5 g saturated, 0.7 g monounsaturated, and 0.1 g polyunsaturated), 4.1 g of carbohydrates with 1.0 g of sugars, 2.5 g of protein, and 0.5 g of dietary fiber. It has 0.2 mg of cholesterol, 0.0 g of sodium, and 0.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 0.0 mg, Iron = 0.0 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 8.7. "
macaroni raw,"Macaroni raw provides 390 kcal per 100 grams. It contains 1.6 g of total fat (0.3 g saturated, 0.2 g monounsaturated, and 0.6 g polyunsaturated), 78.4 g of carbohydrates with 2.8 g of sugars, 13.7 g of protein, and 3.4 g of dietary fiber. It has 0.0 mg of cholesterol, 0.097 g of sodium, and 10.4 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.9 mg, B2 (Riboflavin) = 0.4 mg, B3 (Niacin) = 7.5 mg, B5 (Pantothenic Acid) = 0.5 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.2 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.1 mg, Vitamin K = 0.056 mg. Mineral content per 100g: Calcium = 22.1 mg, Copper = 0.3 mg, Iron = 3.5 mg, Magnesium = 55.7 mg, Manganese = 1.0 mg, Phosphorus = 198.5 mg, Potassium = 234.2 mg, Selenium = 0.073 mg, and Zinc = 1.5 mg. The overall nutrition density score is 122.7. "
spaghetti dry,"Spaghetti dry provides 105 kcal per 100 grams. It contains 0.4 g of total fat (0.045 g saturated, 0.043 g monounsaturated, and 0.2 g polyunsaturated), 21.1 g of carbohydrates with 0.8 g of sugars, 3.7 g of protein, and 0.9 g of dietary fiber. It has 0.0 mg of cholesterol, 0.09 g of sodium, and 2.8 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.3 mg, B2 (Riboflavin) = 0.1 mg, B3 (Niacin) = 2.0 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.084 mg, B11 (Folic Acid) = 0.061 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.064 mg, Vitamin K = 0.089 mg. Mineral content per 100g: Calcium = 5.9 mg, Copper = 0.047 mg, Iron = 0.9 mg, Magnesium = 15.0 mg, Manganese = 0.3 mg, Phosphorus = 53.5 mg, Potassium = 63.1 mg, Selenium = 0.011 mg, and Zinc = 0.4 mg. The overall nutrition density score is 32.9. "
fusilli cucina,"Fusilli cucina provides 100 kcal per 100 grams. It contains 0.4 g of total fat (0.1 g saturated, 20.1 g monounsaturated, and 0.8 g polyunsaturated), 3.4 g of carbohydrates with 0.041 g of sugars, 0.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.0 g of sodium, and 0.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 0.0 mg, Iron = 0.0 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 3.8. "
japanese somen noodles dry,"Japanese somen noodles dry provides 101 kcal per 100 grams. It contains 0.2 g of total fat (0.0 g saturated, 0.013 g monounsaturated, and 0.012 g polyunsaturated), 21.0 g of carbohydrates with 0.0 g of sugars, 3.2 g of protein, and 1.2 g of dietary fiber. It has 0.0 mg of cholesterol, 0.5 g of sodium, and 2.6 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.086 mg, B3 (Niacin) = 0.2 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.098 mg, B11 (Folic Acid) = 0.028 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 6.5 mg, Copper = 0.052 mg, Iron = 0.4 mg, Magnesium = 7.9 mg, Manganese = 0.1 mg, Phosphorus = 22.6 mg, Potassium = 46.4 mg, Selenium = 0.0 mg, and Zinc = 0.1 mg. The overall nutrition density score is 32.5. "
pasta cooked,"Pasta cooked provides 301 kcal per 100 grams. It contains 2.4 g of total fat (0.3 g saturated, 0.3 g monounsaturated, and 1.0 g polyunsaturated), 57.3 g of carbohydrates with 0.0 g of sugars, 11.8 g of protein, and 0.0 g of dietary fiber. It has 75.9 mg of cholesterol, 0.073 g of sodium, and 157.7 g of water. Vitamin content per 100g: A = 0.061 mg, B1 (Thiamine) = 0.5 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 2.3 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.036 mg, B11 (Folic Acid) = 0.1 mg, B12 = 0.089 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 13.8 mg, Copper = 0.2 mg, Iron = 2.6 mg, Magnesium = 41.4 mg, Manganese = 0.5 mg, Phosphorus = 144.9 mg, Potassium = 55.2 mg, Selenium = 0.0 mg, and Zinc = 1.3 mg. The overall nutrition density score is 87.985. "
